date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand,competitor_price_per_kg,marketing_intensity
2010-06-10 15:21:16.980496,30.58472685635918,1.199290759407501,0,0,1.726258487008103,0,851.375335777098,851.2766588737244,1.9353455843054523,0.09867690337364643
2010-06-11 15:21:16.980491,15.4650686212835,1.037626339563864,0,0,0.5764709401337891,0,906.8559433914181,851.2766588737244,2.3447202589339495,0.0193176931332133
2010-06-12 15:21:16.980490,10.786525222541337,5.656089170694659,1,0,2.5133278261686463,0,1108.3049093775974,906.8366256982849,0.9988029531435728,0.4094851005416002
2010-06-13 15:21:16.980489,23.64815416797147,12.030936691012833,1,0,1.839224945116557,0,1099.8338099833932,1157.8954242770558,0.7617395461686154,0.8728029941569355
2010-06-14 15:21:16.980488,13.861390511387913,4.3038115595732265,0,0,1.531771948251493,0,983.94906074313,1148.9610069892362,2.1234357194580467,0.8207787740593377
2010-06-15 15:21:16.980487,14.674082315677506,1.9792164584842529,0,0,0.540911689034247,0,1029.1599091817088,983.1282819690706,1.7489734732657187,0.8207787740593377
2010-06-16 15:21:16.980485,20.55869234062945,8.717749361544199,0,0,0.9627212289287632,0,1037.242388759621,1028.3391304076495,2.7768326197486317,0.8697448609815424
2010-06-17 15:21:16.980484,25.138812487847655,4.470284193066657,0,0,1.309277771871674,0,919.0081278159798,1036.3726438986394,2.9534907481275776,0.936142360809945
2010-06-18 15:21:16.980483,22.30885280018967,5.119014043179736,0,0,0.8880814935015311,0,914.9004719513173,918.0719854551699,2.7708655111981706,0.9952874042123011
2010-06-19 15:21:16.980482,26.102976692730103,4.805820681085046,1,0,2.238671632374483,0,1161.0824706151352,913.905184547105,2.480623663346661,0.7742299573427318
2010-06-20 15:21:16.980481,32.82623697937525,1.391707940405754,1,0,2.243112440019373,0,1110.0005493064418,1160.3082406577926,0.5392972768286279,0.8323877935058208
2010-06-21 15:21:16.980480,29.277602732211943,0.23467073042201952,0,0,0.5853511246562233,0,941.7670215247589,1159.168161512936,2.696769583345259,0.8763803059367612
2010-06-22 15:21:16.980478,17.209030485013248,1.2381627779696998,0,0,1.8766246737880574,0,860.0645821289654,940.8906412188221,0.8942621239454693,0.8763803059367612
2010-06-23 15:21:16.980477,20.386033601349524,10.483500521234534,0,0,2.196173864460339,0,841.5429855917027,909.1882018230286,1.1034299729243995,0.8763803059367612
2010-06-24 15:21:16.980476,18.287260881604418,6.808138520001743,0,0,1.669776879432188,0,863.6459280929456,890.666605285766,1.0791085760638912,0.8123686861517423
2010-06-25 15:21:16.980475,19.158167368548924,4.865806333898898,0,0,0.980309978402458,1,1117.902011461676,912.8335594067938,1.2867490951683576,0.8123686861517423
2010-06-26 15:21:16.980474,17.804883447934753,2.566793627103869,1,0,2.079980041293174,0,1104.1349915054031,1117.0896427755242,1.9336701510515317,0.8123686861517423
2010-06-27 15:21:16.980472,24.511146065573193,20.743010619484398,1,0,1.393268090235475,0,1224.930025680391,1153.3226228192514,0.8671208075585628,0.886158053527293
2010-06-28 15:21:16.980471,12.823793208510217,4.458842128758363,0,0,1.8814438028467486,0,888.2343414525367,1274.0438676268639,2.6234257682392976,0.8648826460969309
2010-06-29 15:21:16.980470,18.146871489687292,2.0613507398139155,0,0,2.6785410465216906,0,766.2589673922388,887.3694588064398,1.672626672278883,0.8648826460969309
2010-06-30 15:21:16.980469,31.31823682512207,4.846866812125214,0,0,1.834390588531641,0,846.4641703705504,815.3940847461419,1.6707659659390532,0.7406126788459119
2010-07-01 15:21:16.980467,14.150638744238305,1.661859864938663,0,0,0.6977956522324056,0,945.4678347351193,895.7235576917045,2.2098696904735857,0.7406126788459119
2010-07-02 15:21:16.980466,22.06195833556687,2.299968819770813,0,0,0.7194786567640006,0,1053.1061524046872,944.7272220562734,2.4489710248869887,0.7406126788459119
2010-07-03 15:21:16.980465,23.77576416567278,2.577832280618309,1,0,1.4587057942127062,0,1096.9421880058983,1052.3655397258412,2.0434987291553535,0.7830403140121643
2010-07-04 15:21:16.980464,25.06293881250646,6.025284964801729,1,0,2.372282723493426,0,1210.1850327322766,1096.1591476918861,0.7088411576836555,0.7076386893207067
2010-07-05 15:21:16.980463,20.891628113637136,2.528053621362564,0,0,1.8305620758934935,0,870.9708215525487,1259.477394042956,0.7845667322757803,0.7796106337121596
2010-07-06 15:21:16.980461,21.808027203341148,7.232474411044406,0,0,0.8244663693864012,0,979.1896664015566,920.1912109188365,2.5839023861229875,0.754473578900029
2010-07-07 15:21:16.980460,31.650026074238045,1.011748883458531,0,0,1.8401825710142603,0,931.8643263684493,978.4351928226565,1.4315193476441805,0.754473578900029
2010-07-08 15:21:16.980459,23.442156866489093,2.9795471134370217,0,0,1.0558667183811759,0,952.2227948982501,981.1098527895492,0.8801849822992837,0.8562000513609574
2010-07-09 15:21:16.980458,22.11474316511455,0.31530556321290154,0,0,0.6084774319300379,0,995.801220225797,1001.3665948468891,1.6965452266501606,0.8664835676662588
2010-07-10 15:21:16.980457,18.33262084556379,9.218575420107806,1,0,0.8455042302687892,0,1276.8303283926514,994.9347366581308,2.4444336800010134,0.7994930315515858
2010-07-11 15:21:16.980456,24.563573637241845,0.6862993690104263,1,0,1.8097382899462167,0,1149.7667827283678,1276.0308353611,1.4796438965118615,0.8417502333754704
2010-07-12 15:21:16.980454,26.984205410668782,2.806248803323787,0,0,1.6160536934353003,0,862.7957238347603,1198.9250324949924,1.0126914639200169,0.9375379574349854
2010-07-13 15:21:16.980453,23.61633127755025,5.754056473089657,0,0,2.79883637124233,0,871.7096613390121,911.8581858773254,2.0384231625062745,0.8399753256463447
2010-07-14 15:21:16.980452,32.81716922729751,0.07814663793322149,0,0,2.4289360553157135,0,833.0418159847595,920.8696860133657,2.8549971116919757,0.7491871072338998
2010-07-15 15:21:16.980451,29.556262978324593,4.410357445474276,0,0,0.7643175901675348,0,984.8589602037607,832.2926288775257,2.0284048927955487,0.7221822149153573
2010-07-16 15:21:16.980450,27.76916518033987,0.9746459215485676,0,0,2.3888942595326697,0,868.948136205233,984.1367779888453,1.050769039181977,0.7221822149153573
2010-07-17 15:21:16.980448,12.301491095815155,1.1735246070401013,1,0,1.1767105202510202,0,1290.0589316823452,918.2259539903176,1.619629590622121,0.7221822149153573
2010-07-18 15:21:16.980447,33.80621045542813,9.817622747636824,1,0,1.0060775341890178,0,1256.9128168397506,1289.3367494674299,1.966764577242253,0.8708228063274829
2010-07-19 15:21:16.980446,15.588290478749924,9.449493758487273,0,0,1.1600451994771774,0,883.1325973123952,1256.0419940334232,1.175785392344923,0.8708228063274829
2010-07-20 15:21:16.980445,11.651328957685699,2.5929793354889323,0,0,1.4504264554780688,0,907.4075611972994,882.2617745060677,1.604494117908522,0.8036504961933516
2010-07-21 15:21:16.980444,11.607180264588784,4.514970992453233,0,0,0.7454631775426372,0,935.3286023821065,906.6039107011061,1.6437659404785392,0.9744259632947074
2010-07-22 15:21:16.980443,22.133972898949523,9.534606582998201,0,0,2.7134756630705166,0,940.8162903784212,934.3541764188118,1.554365363497804,0.713396880815248
2010-07-23 15:21:16.980441,10.37945808550067,1.4998949720439658,0,0,0.7114057114739065,1,1177.5266494893567,990.1028934976059,1.053236861589289,0.9793035380893296
2010-07-24 15:21:16.980440,25.88513582789545,19.628328519189328,1,0,1.128113899560776,0,1198.8521363603586,1176.5473459512673,1.9194433176985009,0.908679416937799
2010-07-25 15:21:16.980439,26.335592916355264,4.499489362790482,1,0,1.9420958170539586,0,1229.792050485071,1197.9434569434209,2.2388683706963164,0.908679416937799
2010-07-26 15:21:16.980438,29.189758591167298,5.9446205480748056,0,0,2.4702587927135857,0,760.9392845793662,1228.8833710681333,2.0418072470335495,0.8014101227693584
2010-07-27 15:21:16.980437,16.233554012063674,1.1122827757732971,0,0,0.7700464643260583,0,1011.9174083141564,810.1378744565969,2.290605521312343,0.873906895077847
2010-07-28 15:21:16.980435,13.86909015368789,5.878043543511824,0,0,1.299187002118634,0,993.6588818555741,1011.0435014190786,2.292126703243541,0.873906895077847
2010-07-29 15:21:16.980434,32.61322934597155,12.35394405134742,0,0,2.822315949417581,0,796.1328779218383,992.7849749604962,2.367728126442442,0.873906895077847
2010-07-30 15:21:16.980433,19.137028311930443,1.9094891634905051,0,0,0.5518302382103488,0,971.0956214059972,845.2589710267604,2.957317007473953,0.9886240591152509
2010-07-31 15:21:16.980432,24.510432988677124,1.8437069646429767,1,0,2.8759497748717067,0,1151.5868785949679,970.1069973468819,1.837553248118801,0.8735928020813624
2010-08-01 15:21:16.980431,22.363925522115803,6.47215974476577,1,0,2.151111909604072,0,1152.1147205420414,1200.7132857928864,2.909685328914219,0.8735928020813624
2010-08-02 15:21:16.980429,30.615234047644265,0.3060622338226523,0,0,1.5769511292305236,1,1093.5021089094405,1151.24112773996,2.7804114348290714,0.7979472580334218
2010-08-03 15:21:16.980428,22.577278117642532,4.138934978053901,0,0,2.1014790436914534,0,892.6250536529584,1092.704161651407,1.5209465242172133,0.7979472580334218
2010-08-04 15:21:16.980427,26.771346242492438,1.7404714859738353,0,0,0.7613926454663076,0,976.5410900980916,941.827106394925,1.0861638646573542,0.7979472580334218
2010-08-05 15:21:16.980426,21.151108457479502,1.087462590036188,0,0,1.8225716715851312,0,920.0382692306575,975.7431428400581,1.4336651393907012,0.7601363698902199
2010-08-06 15:21:16.980425,11.258523067526665,7.247994269782723,0,0,2.8707729603540475,0,791.1085029812712,969.2781328607673,2.461856528475766,0.7601363698902199
2010-08-07 15:21:16.980423,29.628837296317666,3.3947053616298346,1,0,2.226950412803954,0,1234.411996415188,840.3483666113809,1.9845599593586205,0.8595504902635628
2010-08-08 15:21:16.980422,34.429233249851194,3.7035891710735527,1,0,0.5337319418364199,0,1356.3097853213703,1283.5524459249245,1.3834761393436557,0.8044768455678365
2010-08-09 15:21:16.980421,13.2375456619273,3.8908718866213294,0,0,1.828174528078062,0,850.6222954486584,1355.5053084758024,0.5631423038734419,0.8044768455678365
2010-08-10 15:21:16.980420,10.632952479377144,5.409551031561721,0,0,1.362347312813287,0,981.1056844610374,899.8178186030906,2.697869380803371,0.8044768455678365
2010-08-11 15:21:16.980419,25.32274795589001,1.0928397924422486,0,0,2.898983461477599,0,861.8035092202132,980.3012076154696,2.4104141714456615,0.9146714302596495
2010-08-12 15:21:16.980418,10.92079474955222,7.069198130458373,0,0,2.6333984867859934,0,852.1374178981147,910.8888377899535,1.942850558077414,0.9503124662685063
2010-08-13 15:21:16.980416,31.979138487747246,3.9008107985984033,0,0,2.9341903376386114,0,824.621309927024,901.1871054318461,0.5777909730124058,0.9451657611707172
2010-08-14 15:21:16.980415,33.0130664046952,1.595323780659181,1,0,1.9904071531161196,0,1164.2879028700665,873.6761441658532,0.9079355939005114,0.9451657611707172
2010-08-15 15:21:16.980414,30.411808112353285,6.664635835710525,1,0,0.6084843098637528,0,1272.833527958995,1213.3427371088958,2.24953456027704,0.9451657611707172
2010-08-16 15:21:16.980413,23.971565217583112,8.444647429843084,0,0,2.3487407429867493,0,860.1880379328604,1271.8883621978243,2.1402125424584275,0.9451657611707172
2010-08-17 15:21:16.980412,15.230447783067172,0.105713883024853,0,0,1.7293421248256902,0,999.2863401663132,909.2428721716897,2.126159846718944,0.9451657611707172
2010-08-18 15:21:16.980410,25.813047670772495,3.04712988350588,0,0,1.2610666079600883,0,908.2840018151337,998.3411744051424,2.9317521405020033,0.7724231990332587
2010-08-19 15:21:16.980409,15.411269073238861,5.109994732054909,0,0,0.937329702611986,0,905.2073951818213,907.5115786161005,1.368693197026495,0.7724231990332587
2010-08-20 15:21:16.980408,16.055031193196072,5.676790946104308,0,0,1.9794723164358368,0,711.1649696544954,904.434971982788,0.9705478658635714,0.9944421178139186
2010-08-21 15:21:16.980407,17.84403336185514,0.1738334677172345,1,0,1.6805517073579155,0,1197.9884193459388,760.1705275366814,2.063025907413575,0.7744390383172233
2010-08-22 15:21:16.980406,10.997328360162308,0.2388638854716452,1,0,0.5536100634792944,0,1253.1504270771054,1197.2139803076216,2.2928868815334975,0.7336842431665029
